,Status,Gender,Education,Income,Card Type,Months_Inactive_12_mon,Total_Revolving_Bal,Avg_Utilization_Ratio,MaritalDependentRatio,CreditUsage,AvgTransValue,TenureByAge
771,1,1,0,0,0,3,814,0.096,0.17,0.9,34.09,0.74
772,1,0,4,2,0,3,694,0.048,0.17,0.95,36.88,0.74
774,1,0,2,4,0,2,1705,0.219,0.1,0.78,28.18,0.78
779,1,0,1,1,0,3,1843,0.621,0.33,0.38,28.84,0.6
780,1,0,4,1,0,3,1545,0.719,0.12,0.28,33.34,0.66
781,1,1,1,0,0,3,2517,0.412,0.25,0.59,42.3,1.0
785,-1,0,4,3,0,3,0,0.0,0.12,1.0,34.05,0.81
786,1,1,1,1,0,2,1117,0.112,0.25,0.89,37.1,0.51
787,1,0,3,0,0,1,1663,0.428,0.33,0.57,30.95,0.77
788,1,0,3,2,0,1,0,0.0,0.25,1.0,42.05,0.8
789,1,0,1,0,0,2,1393,0.465,0.33,0.54,45.06,0.77
794,1,1,3,0,0,2,1705,0.707,0.12,0.29,36.3,0.64
799,1,1,2,0,0,2,1610,0.677,0.5,0.32,40.16,0.71
801,1,0,1,3,0,2,2025,0.253,0.2,0.75,32.91,0.88
803,1,0,1,3,0,3,1631,0.206,0.5,0.79,43.24,0.57
804,1,0,0,3,0,3,713,0.062,0.12,0.94,36.12,0.74
805,1,0,3,1,0,1,1482,0.109,0.5,0.89,51.62,0.66
806,1,1,0,0,0,1,1791,0.803,0.25,0.2,49.47,0.73
807,1,1,1,0,0,1,2190,0.425,0.5,0.58,36.15,0.78
813,-1,0,1,4,0,3,0,0.0,0.33,1.0,34.86,0.87
816,-1,0,1,2,0,3,350,0.037,0.25,0.96,42.71,0.67
818,1,1,2,0,0,3,2265,0.878,0.5,0.12,29.21,0.66
821,1,1,1,1,0,3,2517,0.814,0.1,0.19,59.61,0.97
825,1,0,1,3,0,3,2517,0.342,0.25,0.66,45.02,0.7
826,1,0,1,3,0,3,2420,0.848,0.33,0.15,37.23,0.82
831,1,0,2,0,0,3,658,0.118,0.5,0.88,48.46,0.66
835,1,0,1,3,0,2,0,0.0,0.25,1.0,38.23,0.77
837,1,0,2,3,0,2,2242,0.222,0.5,0.78,34.3,0.82
842,1,0,2,3,1,2,1204,0.045,0.5,0.95,39.0,0.69
843,1,0,2,2,1,3,1347,0.039,0.2,0.96,45.68,0.83
844,1,1,1,0,0,3,747,0.519,1.0,0.48,39.5,0.55
845,1,1,3,1,0,2,758,0.406,0.25,0.59,45.56,0.84
846,-1,0,1,3,0,2,0,0.0,0.17,1.0,37.12,0.67
847,1,0,0,4,0,1,1961,0.073,0.12,0.93,47.76,0.78
850,1,1,4,0,0,3,1576,0.325,0.5,0.67,31.02,0.81
852,1,1,2,0,0,1,2257,0.702,0.5,0.3,59.9,0.56
854,-1,0,0,2,0,3,1452,0.181,0.33,0.82,33.88,0.8
857,1,1,0,0,0,3,1479,0.16,0.17,0.84,31.37,0.9
858,1,0,0,0,0,3,2103,0.238,1.0,0.76,62.55,0.55
864,1,0,1,3,0,2,1635,0.356,0.2,0.64,34.08,0.72
865,-1,1,1,1,0,1,0,0.0,0.33,1.0,35.83,0.79
869,1,0,2,3,0,3,2517,0.34,0.33,0.66,64.81,0.9
872,1,0,2,0,0,3,1095,0.258,1.0,0.74,43.48,0.83
874,1,1,0,1,0,1,1762,0.63,0.25,0.37,46.59,0.82
875,1,0,4,2,0,1,0,0.0,0.1,1.0,38.53,0.77
876,1,0,2,4,0,2,1719,0.304,0.33,0.7,36.87,0.8
878,1,1,2,0,0,2,1730,0.372,0.25,0.63,47.95,0.83
880,-1,0,2,2,0,2,0,0.0,1.0,1.0,41.24,0.91
881,-1,0,1,3,0,3,288,0.033,0.25,0.97,27.76,0.84
882,1,1,1,0,0,3,1485,0.637,0.1,0.36,38.65,0.82
887,-1,0,1,3,0,1,0,0.0,0.12,1.0,30.04,0.8
891,1,1,1,1,0,1,2047,0.223,0.33,0.78,54.76,0.74
896,1,0,1,2,0,1,2307,0.096,0.5,0.9,42.86,0.71
897,1,1,2,0,0,3,1292,0.684,0.2,0.32,45.97,0.79
900,1,0,2,4,0,2,1901,0.055,0.12,0.94,34.81,0.68
903,1,0,0,0,0,3,629,0.201,0.33,0.8,47.84,1.03
905,-1,0,0,4,0,3,0,0.0,0.17,1.0,37.6,0.76
906,1,0,1,1,0,3,1900,0.582,0.12,0.42,38.98,0.83
908,1,1,1,0,0,2,2172,0.611,0.1,0.39,29.78,0.87
909,1,0,0,1,0,2,1566,0.171,0.2,0.83,29.83,0.76
911,1,0,1,3,0,3,1635,0.111,0.25,0.89,50.58,0.76
913,1,0,0,3,0,5,1873,0.185,0.17,0.82,31.08,0.89
914,1,0,2,2,0,1,2431,0.83,0.33,0.17,48.79,0.82
915,1,0,1,1,0,2,1176,0.315,1.0,0.69,38.15,0.75
916,1,1,0,0,0,1,2024,0.691,0.2,0.31,49.59,0.49
918,1,0,2,2,0,2,1805,0.082,0.33,0.92,61.25,0.76
919,1,0,3,2,0,3,681,0.473,0.33,0.53,56.88,0.67
921,-1,0,1,0,0,2,0,0.0,0.5,1.0,45.61,0.72
925,1,0,0,3,0,3,1669,0.175,0.5,0.82,38.79,0.58
926,1,0,2,4,0,3,2517,0.094,0.17,0.91,33.72,0.8
934,1,1,4,0,0,1,2517,0.805,0.5,0.2,56.21,0.68
935,-1,0,0,3,0,2,0,0.0,0.17,1.0,50.57,0.71
938,1,1,1,0,0,3,2517,0.727,0.33,0.27,51.53,0.6
940,1,1,0,0,0,1,2517,0.603,0.25,0.4,42.22,0.91
941,1,0,0,3,0,1,2073,0.202,0.5,0.8,37.44,0.8
942,1,0,1,1,0,3,0,0.0,0.17,1.0,41.95,0.78
943,1,1,1,1,0,2,1514,0.57,0.33,0.43,62.58,0.69
944,1,1,2,1,0,2,1240,0.27,0.17,0.73,26.84,0.75
945,1,1,2,0,0,1,1035,0.372,0.33,0.63,40.64,0.64
948,1,0,1,2,0,1,1996,0.247,0.33,0.75,48.57,0.81
949,1,1,2,1,0,4,2517,0.737,0.2,0.26,51.28,0.81
950,1,0,0,3,0,3,845,0.092,0.25,0.91,31.38,0.56
952,1,1,1,0,0,2,2517,0.79,0.33,0.21,42.82,0.82
955,1,1,3,0,1,2,2288,0.196,0.5,0.8,40.75,0.72
956,1,0,3,2,0,3,1832,0.09,0.25,0.91,37.0,0.9
957,1,0,1,4,1,3,1043,0.03,1.0,0.97,39.18,0.79
959,1,0,3,1,0,1,1434,0.258,1.0,0.74,43.33,0.87
960,1,1,1,0,0,3,0,0.0,0.33,1.0,47.28,0.91
963,1,1,2,0,0,1,2439,0.534,0.33,0.47,44.71,0.92
964,1,0,1,1,0,3,1394,0.36,1.0,0.64,44.11,0.38
965,1,0,1,3,0,3,661,0.051,0.2,0.95,40.06,0.73
966,1,0,1,4,0,1,1796,0.085,0.25,0.92,31.73,0.68
967,1,0,0,2,0,2,1136,0.093,0.17,0.91,36.43,1.06
971,-1,1,1,0,0,2,2517,0.599,0.1,0.4,34.63,0.88
975,1,0,3,1,0,2,1372,0.553,0.5,0.45,48.69,0.61
976,1,0,4,2,0,2,1881,0.544,0.5,0.46,44.17,0.76
979,1,1,1,0,0,2,1772,0.678,0.25,0.32,37.34,0.68
980,1,1,4,1,0,3,2355,0.789,0.5,0.21,39.44,0.83
981,1,0,1,1,1,1,2158,0.115,0.17,0.89,34.1,0.61
984,1,0,1,3,0,3,1567,0.171,1.0,0.83,43.71,0.59
985,1,0,0,1,0,3,1519,0.106,0.17,0.89,33.26,0.81
990,1,0,2,0,0,2,456,0.11,0.5,0.89,33.55,1.38
992,1,0,1,1,0,3,1733,0.645,0.17,0.35,38.81,1.0
996,1,0,0,1,0,1,1530,0.346,0.5,0.65,36.21,0.81
997,1,1,3,1,0,3,0,0.0,0.5,1.0,61.3,0.8
999,1,0,0,3,0,1,2146,0.663,1.0,0.34,33.36,0.5
1000,1,0,1,3,0,3,1081,0.076,0.33,0.92,36.47,0.88
1001,1,0,1,2,0,3,1880,0.721,0.25,0.28,52.44,1.0
1002,1,0,2,3,0,5,0,0.0,0.2,1.0,48.27,0.56
1005,-1,1,4,0,0,2,916,0.138,0.33,0.86,35.08,0.8
1009,1,0,0,3,0,3,2517,0.266,1.0,0.73,36.5,0.78
1010,1,1,0,1,0,3,1377,0.637,0.17,0.36,53.62,0.67
1011,1,0,0,0,0,2,0,0.0,0.33,1.0,55.78,0.58
1013,1,1,2,0,0,3,1134,0.393,0.5,0.61,46.09,0.83
1014,1,1,1,0,0,3,1746,0.442,0.5,0.56,52.86,0.81
1016,1,1,1,0,0,1,0,0.0,0.33,1.0,40.49,0.71
1017,1,0,3,3,0,3,2517,0.326,0.33,0.67,46.12,0.81
1020,1,0,1,4,0,1,1792,0.583,0.12,0.42,49.54,0.74
1021,1,0,2,2,1,2,0,0.0,0.25,1.0,32.09,0.75
1023,1,1,3,1,0,2,2025,0.301,0.33,0.7,35.19,0.84
1027,1,0,0,4,0,2,1735,0.071,0.5,0.93,37.13,0.63
1028,1,1,0,1,0,2,0,0.0,0.5,1.0,33.09,0.87
1029,1,1,0,0,0,1,627,0.252,0.1,0.75,30.91,0.76
1033,1,0,1,2,0,2,1936,0.203,0.33,0.8,40.15,0.93
1036,-1,1,1,1,0,2,0,0.0,0.25,1.0,42.43,0.91
1037,1,1,3,1,0,2,1887,0.796,0.2,0.2,33.67,1.09
1039,1,1,3,0,0,1,0,0.0,0.5,1.0,29.1,0.85
1041,1,1,1,0,0,1,1445,0.334,0.25,0.67,62.21,0.72
1047,1,1,1,1,0,2,2145,0.352,1.0,0.65,40.35,0.55
1048,-1,0,3,4,0,1,0,0.0,0.25,1.0,38.56,0.75
1050,1,0,0,2,0,3,808,0.143,0.5,0.86,40.72,0.8
1051,1,1,0,0,0,2,1144,0.525,0.5,0.47,36.68,0.74
1054,1,1,2,0,0,3,0,0.0,0.33,1.0,36.37,0.77
1056,1,0,0,1,0,1,1423,0.255,0.33,0.74,32.21,0.89
1059,1,1,1,0,0,2,1888,0.775,0.25,0.22,47.36,0.74
1063,1,0,1,3,0,3,1765,0.187,0.33,0.81,33.88,0.73
1073,1,1,3,0,0,1,844,0.251,0.5,0.75,34.27,0.86
1074,-1,1,1,1,0,2,0,0.0,0.33,1.0,46.12,0.74
1077,1,0,1,3,0,2,1691,0.244,0.12,0.76,51.41,0.92
1083,1,0,0,2,0,2,1348,0.284,0.25,0.72,61.13,0.76
1088,-1,0,2,2,0,2,1884,0.527,0.25,0.47,57.4,0.77
1090,1,0,1,2,0,3,1230,0.092,0.5,0.91,55.0,0.63
1092,1,0,2,4,0,1,2088,0.605,0.25,0.4,48.0,0.93
1093,1,1,3,1,0,2,777,0.174,0.17,0.83,29.78,0.87
1095,1,1,4,1,0,1,1594,0.755,0.25,0.25,46.14,0.72
1098,1,0,2,3,0,3,1776,0.786,0.25,0.21,57.74,0.49
1099,1,0,1,2,0,2,507,0.026,0.2,0.97,41.69,0.75
1100,1,0,4,3,0,2,1848,0.659,0.2,0.34,30.75,0.47
1102,1,1,2,0,0,1,1668,0.179,0.12,0.82,40.77,0.55
1104,1,0,4,1,0,2,1893,0.447,1.0,0.55,34.26,0.88
1107,1,0,1,3,0,1,2145,0.402,0.2,0.6,43.91,0.65
1108,1,0,1,1,0,3,1604,0.458,0.5,0.54,32.02,0.82
1109,1,0,3,2,0,1,1629,0.451,0.33,0.55,41.3,0.68
1110,1,0,1,1,0,1,2055,0.648,1.0,0.35,53.86,0.88
1115,1,0,3,3,0,1,929,0.079,0.33,0.92,52.85,0.87
1118,1,0,1,1,0,1,671,0.46,1.0,0.54,43.73,0.45
1119,1,0,1,1,0,2,0,0.0,0.33,1.0,51.26,0.84
1121,1,1,3,0,1,2,1932,0.178,0.33,0.82,41.71,0.75
1122,1,0,3,3,0,3,1996,0.394,0.12,0.61,32.85,0.77
1124,1,0,1,1,0,2,1670,0.755,0.5,0.25,49.41,1.38
1131,1,0,1,2,0,1,1805,0.178,0.25,0.82,34.39,0.86
1132,1,0,1,2,0,2,1170,0.077,0.2,0.92,32.91,0.87
1133,1,0,4,4,0,3,2517,0.073,0.12,0.93,35.4,0.75
1135,1,0,1,2,3,1,1140,0.033,0.1,0.97,32.11,0.95
1136,1,0,0,2,0,1,2036,0.127,0.1,0.87,49.79,0.74
1140,1,0,1,3,0,2,1824,0.174,0.2,0.83,40.87,0.75
1141,-1,1,1,1,0,1,0,0.0,0.5,1.0,42.42,0.85
1143,1,0,0,4,0,1,1352,0.126,0.5,0.87,41.97,0.48
1144,1,0,1,2,0,1,1348,0.082,0.12,0.92,36.17,0.87
1147,1,0,1,2,0,1,2448,0.874,1.0,0.13,35.83,0.82
1149,1,0,4,3,0,2,1816,0.346,0.5,0.65,51.22,0.82
1150,1,1,3,0,0,3,2005,0.341,0.25,0.66,34.48,0.9
1152,1,1,0,1,0,2,2299,0.46,0.5,0.54,33.35,0.81
1155,1,1,0,0,0,3,0,0.0,0.25,1.0,44.66,0.71
1156,1,0,0,4,0,1,1286,0.138,0.5,0.86,44.68,0.85
1157,1,0,3,1,0,1,775,0.344,0.33,0.66,53.0,0.6
1158,1,0,2,3,0,1,1720,0.208,0.5,0.79,51.81,0.58
1159,1,0,1,1,0,3,1638,0.733,0.17,0.27,51.88,0.62
1160,1,0,0,1,0,3,2027,0.543,0.5,0.46,34.83,0.44
1161,-1,0,2,2,0,2,0,0.0,0.33,1.0,45.47,0.79
1164,1,1,1,0,0,3,1469,0.689,0.5,0.31,38.54,0.69
1165,1,1,4,1,1,2,1590,0.095,0.25,0.9,38.11,0.81
1169,1,1,2,0,0,2,1394,0.626,0.25,0.37,48.1,0.84
1170,1,0,3,2,1,3,1872,0.054,0.12,0.95,36.51,0.83
1174,1,0,2,1,0,2,1664,0.365,0.12,0.64,44.65,0.53
1175,1,1,3,0,0,3,1492,0.317,0.33,0.68,52.47,0.69
1176,1,0,2,2,0,2,0,0.0,0.33,1.0,51.96,0.65
1178,1,1,2,0,0,1,1589,0.69,0.17,0.31,35.36,0.67
1179,1,1,0,1,0,3,0,0.0,0.33,1.0,29.09,0.75
1182,1,0,1,1,0,3,1242,0.526,0.5,0.47,40.42,0.9
1186,1,1,1,1,0,2,0,0.0,0.5,1.0,40.49,0.88
1189,1,0,2,2,0,3,1601,0.775,0.5,0.23,38.49,0.92
1190,1,0,1,2,0,2,1075,0.031,0.17,0.97,46.38,0.72
1192,1,0,1,3,0,1,1225,0.061,0.5,0.94,50.23,0.67
1193,1,1,1,0,0,1,2279,0.748,0.1,0.25,33.77,0.88
1194,1,1,1,0,0,3,695,0.112,0.25,0.89,35.59,0.76
1197,1,0,1,1,0,2,2517,0.828,0.12,0.17,51.55,0.77
1199,1,1,2,0,0,3,1710,0.233,0.12,0.77,29.87,0.79
1200,-1,1,1,0,0,1,0,0.0,0.12,1.0,45.37,0.92
1204,1,0,1,3,0,3,1748,0.078,0.33,0.92,47.07,0.75
1208,1,1,4,0,0,1,651,0.296,0.12,0.7,48.69,0.78
1209,1,0,2,2,0,3,736,0.258,0.1,0.74,34.55,0.75
1210,1,1,0,0,0,3,2459,0.253,0.33,0.75,52.42,0.76
1211,1,0,1,1,0,2,1318,0.248,0.2,0.75,42.19,0.77
1214,1,1,0,0,0,1,1836,0.339,0.33,0.66,27.07,0.81
1217,1,0,1,2,0,4,0,0.0,1.0,1.0,35.51,0.6
1220,1,0,1,2,0,2,0,0.0,0.5,1.0,46.25,0.72
1222,1,0,1,4,0,3,2037,0.28,0.33,0.72,41.66,0.77
1223,1,0,2,2,0,3,0,0.0,0.25,1.0,38.42,1.12
1224,1,1,0,0,0,3,1922,0.764,0.25,0.24,38.47,0.82
1225,1,1,1,0,0,2,1806,0.645,1.0,0.35,44.09,0.55
1226,1,0,0,2,0,2,2099,0.061,0.17,0.94,47.42,0.93
1227,1,1,2,0,0,1,680,0.473,1.0,0.53,41.51,0.86
1228,1,0,1,0,1,2,2517,0.2,0.5,0.8,43.29,0.86
1229,1,0,2,2,0,2,2108,0.11,0.33,0.89,34.87,0.91
1230,1,0,2,2,0,1,2517,0.261,0.5,0.74,40.03,0.78
1231,1,0,1,4,0,3,1672,0.199,0.1,0.8,42.14,0.84
1232,1,0,0,2,0,3,1148,0.165,0.5,0.84,52.38,0.86
1233,1,1,2,1,0,3,1733,0.705,0.5,0.3,37.24,0.89
1234,1,1,1,0,1,2,0,0.0,0.25,1.0,44.5,0.73
1238,1,0,4,2,0,2,1861,0.412,0.25,0.59,47.53,0.88
1239,1,0,0,1,0,1,574,0.266,0.2,0.73,50.39,0.78
1240,1,0,0,2,0,1,675,0.057,0.25,0.94,55.17,0.71
1243,1,0,4,3,0,3,1409,0.233,0.33,0.77,38.69,0.91
1244,1,1,1,0,0,1,1567,0.748,0.17,0.25,31.82,0.71
1249,1,0,0,2,1,3,733,0.021,0.33,0.98,50.3,0.81
1250,1,1,2,0,0,3,922,0.276,0.5,0.72,60.76,0.88
1251,-1,0,2,4,0,2,0,0.0,0.12,1.0,88.12,0.91
1252,1,1,0,0,0,2,1362,0.205,0.33,0.8,52.16,0.76
1253,1,1,3,0,0,2,1865,0.835,0.5,0.17,35.85,0.62
1254,1,1,0,0,0,4,704,0.073,0.2,0.93,44.77,0.75
1255,1,1,2,1,0,3,1479,0.224,0.25,0.78,42.91,0.89
1256,1,0,1,2,0,3,1898,0.616,0.17,0.38,48.27,0.77
1259,1,1,2,1,0,1,1557,0.381,0.5,0.62,57.69,0.79
1261,1,0,1,3,0,2,1147,0.274,0.5,0.73,51.04,0.79
1263,1,0,1,2,0,2,1147,0.1,0.12,0.9,33.24,0.8
1264,1,0,1,3,0,2,1667,0.74,0.25,0.26,36.47,0.86
1266,1,0,1,2,0,1,2517,0.083,0.1,0.92,39.57,0.86
1268,-1,0,0,2,0,3,2517,0.442,0.33,0.56,30.03,0.88
1270,1,1,0,0,0,3,1142,0.378,0.25,0.62,56.38,0.71
1271,1,1,1,0,0,2,1609,0.596,0.5,0.4,38.23,1.12
1272,1,1,0,0,0,3,1624,0.735,0.5,0.27,34.78,0.67
1273,1,0,3,3,0,3,0,0.0,0.33,1.0,38.05,0.88
1275,1,0,1,4,0,2,1698,0.522,0.5,0.48,34.59,0.87
1279,1,0,2,4,0,3,0,0.0,0.33,1.0,47.19,0.81
1281,1,1,2,0,0,1,2160,0.727,0.2,0.27,41.16,0.68
1282,1,1,0,0,0,2,0,0.0,0.25,1.0,47.72,0.61
1285,1,0,2,2,0,3,1477,0.043,0.25,0.96,47.9,0.64
1286,1,1,1,0,0,2,1601,0.553,0.25,0.45,53.48,0.87
1287,1,1,0,0,0,2,0,0.0,0.5,1.0,35.2,1.16
1289,1,0,1,4,0,2,2517,0.105,0.25,0.89,41.56,0.74
1290,1,0,1,3,0,2,2028,0.136,0.25,0.86,62.03,0.76
1291,1,1,0,0,0,3,1924,0.536,0.17,0.46,39.78,0.76
1293,1,0,1,2,0,2,1710,0.068,0.5,0.93,37.33,0.93
1294,-1,1,1,0,0,2,396,0.053,1.0,0.95,35.04,0.62
1298,1,1,1,0,0,2,760,0.482,0.33,0.52,46.91,0.92
1299,1,0,0,0,0,2,1560,0.745,1.0,0.26,48.02,0.82
1300,1,1,1,0,0,1,0,0.0,0.25,1.0,48.4,0.51
1302,1,0,0,4,0,3,1047,0.03,0.25,0.97,45.93,0.64
1303,1,0,1,3,0,1,1968,0.205,1.0,0.79,33.11,0.9
1304,1,1,1,0,0,1,2145,0.242,0.1,0.76,41.37,0.64
1305,1,0,2,1,0,3,0,0.0,1.0,1.0,37.61,0.87
1306,1,1,0,0,0,3,1157,0.297,0.33,0.7,39.38,0.8
1310,1,0,1,3,0,3,0,0.0,0.25,1.0,48.83,0.58
1314,1,0,1,3,0,3,1799,0.174,0.5,0.83,38.98,0.73
1316,1,0,2,3,0,2,807,0.081,0.25,0.92,48.53,0.78
1317,1,0,1,4,0,3,1092,0.328,0.33,0.67,59.94,0.68
1318,1,1,0,0,0,3,1993,0.333,0.5,0.67,35.23,0.64
1320,1,0,1,4,0,3,1063,0.17,0.33,0.83,36.72,0.62
1322,1,0,3,2,0,2,2517,0.118,0.2,0.88,58.97,0.78
1325,1,0,1,4,0,3,1655,0.081,0.25,0.92,37.24,0.78
1326,1,0,1,3,1,1,1997,0.06,0.17,0.94,37.91,0.63
1327,1,0,0,3,0,5,1252,0.743,0.25,0.26,41.86,0.44
1332,1,0,0,1,0,2,2242,0.337,0.1,0.66,34.82,0.91
1333,1,1,2,0,0,3,1845,0.79,0.12,0.21,41.27,0.75
1335,1,0,0,1,0,1,708,0.492,0.33,0.51,52.16,0.76
1338,1,1,1,0,0,3,794,0.442,0.5,0.56,31.08,0.84
1339,1,0,1,2,0,1,1894,0.33,0.33,0.67,42.55,0.85
1342,1,0,0,2,0,1,1515,0.069,0.17,0.93,53.14,0.69
1343,1,1,1,0,0,1,0,0.0,0.17,1.0,49.38,0.47
1344,-1,1,1,1,0,2,0,0.0,0.25,1.0,37.29,0.67
1345,1,1,2,1,0,1,0,0.0,0.25,1.0,46.29,0.85
1351,-1,0,0,2,0,2,1151,0.318,0.25,0.68,39.05,0.72
1357,1,1,1,0,0,3,0,0.0,1.0,1.0,38.03,0.82
1358,1,1,1,1,0,3,1038,0.654,0.25,0.35,71.83,0.84
1359,1,0,1,1,0,3,1045,0.465,0.12,0.53,41.94,0.88
1363,1,0,1,1,0,3,768,0.187,0.12,0.81,33.35,0.84
1367,1,1,3,0,0,2,1129,0.328,0.17,0.67,41.62,0.67
1368,1,0,1,2,0,1,2446,0.147,0.2,0.85,44.41,0.81
1369,1,1,0,0,0,2,1639,0.403,0.33,0.6,54.29,1.0
1371,1,0,2,0,0,1,1070,0.553,0.5,0.45,38.26,1.38
1375,1,0,0,0,0,3,1567,0.588,0.5,0.41,39.28,1.38
1384,1,1,1,0,0,3,981,0.682,0.2,0.32,33.76,0.78
1385,1,0,0,3,0,4,1211,0.145,0.5,0.86,40.84,0.74
1386,1,0,1,2,0,5,1719,0.415,0.12,0.59,40.36,0.71
1387,1,1,3,1,0,1,2207,0.835,1.0,0.17,39.8,0.89
1390,1,0,1,1,0,3,950,0.452,0.17,0.55,35.45,1.03
1394,1,0,2,0,0,3,1424,0.571,1.0,0.43,45.83,0.86
1396,1,0,2,3,0,2,1604,0.291,0.5,0.71,37.64,0.68
1397,1,0,0,3,0,1,1646,0.096,0.08,0.9,35.76,0.78
1398,1,1,1,1,0,1,1697,0.289,1.0,0.71,43.0,0.71
1400,1,1,2,1,0,1,1865,0.635,0.33,0.37,44.19,0.69
1403,1,0,3,1,0,1,2080,0.75,1.0,0.25,48.86,1.38
1406,1,0,1,1,0,4,1236,0.343,0.5,0.66,53.0,0.76
1408,1,0,0,3,0,3,1175,0.314,0.5,0.69,48.55,0.61
1409,1,0,1,1,0,3,869,0.296,0.25,0.7,48.24,0.85
1414,1,0,1,3,0,3,1889,0.132,1.0,0.87,42.54,0.41
1415,-1,1,2,1,0,1,695,0.142,0.33,0.86,35.09,0.9
1416,1,0,4,2,0,3,0,0.0,0.2,1.0,39.56,0.71
1418,1,1,0,0,0,1,2381,0.812,0.17,0.19,53.06,0.76
1421,1,1,0,0,0,2,1521,0.265,0.12,0.74,35.33,1.0
1422,1,0,2,4,0,3,1547,0.057,0.33,0.94,40.39,0.64
1423,1,0,4,2,0,2,0,0.0,0.12,1.0,46.78,0.97
1425,1,1,0,0,0,2,1474,0.549,0.17,0.45,46.0,0.83
1427,1,1,0,0,0,2,1397,0.365,0.5,0.63,38.92,0.77
1428,1,0,1,4,0,2,1658,0.048,0.1,0.95,45.15,0.83
1429,1,0,1,3,0,3,1101,0.185,0.33,0.81,55.06,0.87
1433,1,0,1,2,0,1,1435,0.475,0.33,0.53,56.47,0.63
1434,1,0,1,4,0,1,1798,0.295,0.12,0.71,43.18,0.91
1436,1,1,2,0,0,3,2517,0.863,0.5,0.14,41.18,0.75
1438,1,0,0,2,0,2,2517,0.1,0.5,0.9,51.76,0.82
1445,1,0,1,1,0,1,0,0.0,0.5,1.0,52.29,1.24
1446,1,0,0,1,0,3,1597,0.25,0.17,0.75,49.77,0.63
1449,1,0,3,3,0,3,1589,0.609,0.33,0.39,44.11,0.76
1452,1,0,0,2,0,3,2457,0.994,0.25,0.01,42.18,0.67
1453,1,1,0,0,0,3,1173,0.546,0.25,0.45,36.54,0.83
1458,1,0,3,3,0,2,798,0.497,0.17,0.5,49.53,0.83
1462,1,1,1,0,0,3,1195,0.34,0.5,0.66,46.98,0.5
1463,1,0,1,1,0,2,636,0.086,0.12,0.91,30.75,0.75
1467,1,1,0,0,0,3,1536,0.791,0.33,0.21,36.08,0.78
1469,1,0,0,3,1,3,0,0.0,0.2,1.0,37.71,0.73
1470,1,0,1,1,1,0,2018,0.114,0.17,0.89,43.13,0.71
1471,1,0,2,4,0,3,2415,0.856,0.5,0.14,39.42,0.81
1472,1,0,1,0,0,3,787,0.532,1.0,0.47,30.56,0.8
1474,1,0,3,1,0,1,1766,0.257,0.2,0.74,54.38,0.73
1475,1,0,1,4,0,2,1568,0.461,0.12,0.54,37.02,1.0
1476,1,0,0,1,0,1,1695,0.785,0.5,0.21,67.89,0.58
1478,-1,0,3,3,0,3,890,0.048,0.5,0.95,39.49,0.9
1484,1,0,3,3,0,2,1491,0.272,1.0,0.73,44.65,0.81
1485,1,0,3,2,0,3,1177,0.09,0.5,0.91,50.02,0.57
1489,1,0,1,3,0,2,1784,0.331,1.0,0.67,41.96,0.81
1490,1,0,2,4,0,1,0,0.0,0.33,1.0,45.76,0.85
1491,1,1,1,0,0,2,2441,0.709,0.25,0.29,52.31,0.75
1492,1,1,1,0,0,1,1267,0.602,0.25,0.4,49.49,0.82
1496,1,1,4,0,0,1,1864,0.341,1.0,0.66,43.51,0.83
1498,1,0,3,3,0,1,1580,0.588,0.5,0.41,45.61,0.71
1499,1,1,0,1,0,1,1365,0.261,0.12,0.74,42.65,0.73
1500,1,1,1,0,0,2,2029,0.445,0.25,0.56,49.32,0.69
1501,1,0,1,4,0,2,985,0.075,0.33,0.92,39.24,0.74
1506,1,0,0,4,0,3,2517,0.073,0.1,0.93,42.8,1.06
1507,1,0,3,1,0,2,1390,0.135,0.25,0.86,40.95,0.78
1509,1,1,0,1,0,2,0,0.0,0.33,1.0,36.53,0.7
1510,1,0,1,4,0,1,1702,0.14,0.33,0.86,44.79,0.66
1511,1,0,1,2,0,1,0,0.0,0.25,1.0,49.69,0.75
1514,1,0,1,3,0,2,2517,0.105,0.25,0.9,46.17,0.83
1518,1,0,3,2,0,4,1291,0.059,0.5,0.94,52.59,0.72
1519,1,0,1,2,0,1,1851,0.474,0.5,0.53,55.73,0.64
1520,1,0,4,3,0,3,606,0.06,0.25,0.94,37.79,0.84
1521,1,0,4,3,0,3,1504,0.305,0.33,0.7,65.4,0.83
1522,1,1,1,0,1,2,1452,0.105,0.17,0.9,37.82,0.43
1524,1,0,1,3,0,2,1223,0.297,0.5,0.7,43.61,0.75
1525,1,1,1,1,0,1,625,0.045,0.17,0.96,47.03,0.64
1528,1,1,0,0,0,1,1144,0.456,0.2,0.54,47.47,0.97
1530,1,0,2,3,0,1,0,0.0,0.12,1.0,36.85,1.03
1532,1,0,4,2,0,3,1381,0.076,0.1,0.92,46.44,0.75
1535,1,1,1,1,0,5,2498,0.556,0.5,0.44,37.12,0.87
1538,1,1,1,0,0,1,1384,0.742,1.0,0.26,51.94,0.81
1542,1,0,1,3,0,2,1880,0.098,0.33,0.9,56.33,1.03
1543,1,0,2,4,0,2,1551,0.048,0.33,0.95,44.23,0.67
1544,1,0,0,1,0,3,847,0.589,0.5,0.41,32.49,0.77
